"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Average Annual Dollars per Person Spent on Medical Care","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"County","Red Lake","MN","27125","=""27125""","1250","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Redwood","MN","27127","=""27127""","1170","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Renville","MN","27129","=""27129""","1160","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Rice","MN","27131","=""27131""","1070","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Rock","MN","27133","=""27133""","1150","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Roseau","MN","27135","=""27135""","1170","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","St. Louis","MN","27137","=""27137""","1210","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Scott","MN","27139","=""27139""","1060","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Sherburne","MN","27141","=""27141""","1080","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Sibley","MN","27143","=""27143""","1190","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Stearns","MN","27145","=""27145""","1100","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Steele","MN","27147","=""27147""","1120","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Stevens","MN","27149","=""27149""","1110","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Swift","MN","27151","=""27151""","1210","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Todd","MN","27153","=""27153""","1160","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Traverse","MN","27155","=""27155""","1250","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Wabasha","MN","27157","=""27157""","1270","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Wadena","MN","27159","=""27159""","1040","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Waseca","MN","27161","=""27161""","1160","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Washington","MN","27163","=""27163""","1160","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Watonwan","MN","27165","=""27165""","1150","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Wilkin","MN","27167","=""27167""","1120","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Winona","MN","27169","=""27169""","1150","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Wright","MN","27171","=""27171""","1090","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Yellow Medicine","MN","27173","=""27173""","1160","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Adams","MS","28001","=""28001""","1010","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Alcorn","MS","28003","=""28003""","1020","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Amite","MS","28005","=""28005""","1030","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Attala","MS","28007","=""28007""","960","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Benton","MS","28009","=""28009""","1020","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Bolivar","MS","28011","=""28011""","890","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Calhoun","MS","28013","=""28013""","1040","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Carroll","MS","28015","=""28015""","1080","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Chickasaw","MS","28017","=""28017""","1010","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Choctaw","MS","28019","=""28019""","1060","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Claiborne","MS","28021","=""28021""","880","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Clarke","MS","28023","=""28023""","1070","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Clay","MS","28025","=""28025""","960","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Coahoma","MS","28027","=""28027""","830","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Copiah","MS","28029","=""28029""","970","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Covington","MS","28031","=""28031""","1010","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","DeSoto","MS","28033","=""28033""","1050","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Forrest","MS","28035","=""28035""","960","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Franklin","MS","28037","=""28037""","1010","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","George","MS","28039","=""28039""","940","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Greene","MS","28041","=""28041""","1030","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Grenada","MS","28043","=""28043""","1020","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Hancock","MS","28045","=""28045""","1170","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Harrison","MS","28047","=""28047""","1050","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Hinds","MS","28049","=""28049""","960","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Holmes","MS","28051","=""28051""","880","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Humphreys","MS","28053","=""28053""","860","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Issaquena","MS","28055","=""28055""","1030","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Itawamba","MS","28057","=""28057""","1020","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Jackson","MS","28059","=""28059""","1060","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Jasper","MS","28061","=""28061""","1010","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Jefferson","MS","28063","=""28063""","920","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Jefferson Davis","MS","28065","=""28065""","1040","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Jones","MS","28067","=""28067""","1020","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Kemper","MS","28069","=""28069""","1140","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Lafayette","MS","28071","=""28071""","1050","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Lamar","MS","28073","=""28073""","1030","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Lauderdale","MS","28075","=""28075""","1040","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Lawrence","MS","28077","=""28077""","1050","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Leake","MS","28079","=""28079""","960","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Lee","MS","28081","=""28081""","1020","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Leflore","MS","28083","=""28083""","810","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Lincoln","MS","28085","=""28085""","1010","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Lowndes","MS","28087","=""28087""","1010","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Madison","MS","28089","=""28089""","1060","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Marion","MS","28091","=""28091""","1000","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Marshall","MS","28093","=""28093""","1020","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Monroe","MS","28095","=""28095""","1020","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Montgomery","MS","28097","=""28097""","1030","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Neshoba","MS","28099","=""28099""","960","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Newton","MS","28101","=""28101""","1010","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Noxubee","MS","28103","=""28103""","910","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Oktibbeha","MS","28105","=""28105""","990","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Panola","MS","28107","=""28107""","990","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Pearl River","MS","28109","=""28109""","1050","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Perry","MS","28111","=""28111""","980","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Pike","MS","28113","=""28113""","960","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Pontotoc","MS","28115","=""28115""","990","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Prentiss","MS","28117","=""28117""","1010","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Quitman","MS","28119","=""28119""","860","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Rankin","MS","28121","=""28121""","1090","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Scott","MS","28123","=""28123""","930","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Sharkey","MS","28125","=""28125""","900","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Simpson","MS","28127","=""28127""","1000","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Smith","MS","28129","=""28129""","1000","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Stone","MS","28131","=""28131""","1050","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Sunflower","MS","28133","=""28133""","860","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Tallahatchie","MS","28135","=""28135""","890","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Tate","MS","28137","=""28137""","990","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Tippah","MS","28139","=""28139""","1010","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Tishomingo","MS","28141","=""28141""","1090","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Tunica","MS","28143","=""28143""","800","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Union","MS","28145","=""28145""","1030","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Walthall","MS","28147","=""28147""","1070","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Warren","MS","28149","=""28149""","1050","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Washington","MS","28151","=""28151""","890","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Wayne","MS","28153","=""28153""","1020","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Webster","MS","28155","=""28155""","1070","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Wilkinson","MS","28157","=""28157""","970","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Winston","MS","28159","=""28159""","1060","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Yalobusha","MS","28161","=""28161""","1020","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Yazoo","MS","28163","=""28163""","890","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Adair","MO","29001","=""29001""","1060","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Andrew","MO","29003","=""29003""","1190","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Atchison","MO","29005","=""29005""","1230","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Audrain","MO","29007","=""29007""","1090","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Barry","MO","29009","=""29009""","1100","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Barton","MO","29011","=""29011""","1030","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Bates","MO","29013","=""29013""","1070","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Benton","MO","29015","=""29015""","1280","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Bollinger","MO","29017","=""29017""","1130","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Boone","MO","29019","=""29019""","1070","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Buchanan","MO","29021","=""29021""","1060","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Butler","MO","29023","=""29023""","1020","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Caldwell","MO","29025","=""29025""","1120","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Callaway","MO","29027","=""29027""","1140","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Camden","MO","29029","=""29029""","1320","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Cape Girardeau","MO","29031","=""29031""","1100","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Carroll","MO","29033","=""29033""","1170","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Carter","MO","29035","=""29035""","1120","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Cass","MO","29037","=""29037""","1130","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Cedar","MO","29039","=""29039""","1030","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Chariton","MO","29041","=""29041""","1210","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Christian","MO","29043","=""29043""","1070","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Clark","MO","29045","=""29045""","1100","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Clay","MO","29047","=""29047""","1090","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Clinton","MO","29049","=""29049""","1130","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Cole","MO","29051","=""29051""","1170","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Cooper","MO","29053","=""29053""","1170","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Crawford","MO","29055","=""29055""","1020","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Dade","MO","29057","=""29057""","1080","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Dallas","MO","29059","=""29059""","1030","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Daviess","MO","29061","=""29061""","1130","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","DeKalb","MO","29063","=""29063""","1190","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Dent","MO","29065","=""29065""","1130","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Douglas","MO","29067","=""29067""","1110","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Dunklin","MO","29069","=""29069""","970","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Franklin","MO","29071","=""29071""","1100","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Gasconade","MO","29073","=""29073""","1120","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Gentry","MO","29075","=""29075""","1070","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Greene","MO","29077","=""29077""","1050","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Grundy","MO","29079","=""29079""","1100","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Harrison","MO","29081","=""29081""","1140","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Henry","MO","29083","=""29083""","1110","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Hickory","MO","29085","=""29085""","1300","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Holt","MO","29087","=""29087""","1250","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Howard","MO","29089","=""29089""","1120","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Howell","MO","29091","=""29091""","1010","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Iron","MO","29093","=""29093""","1110","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Jackson","MO","29095","=""29095""","1030","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Jasper","MO","29097","=""29097""","970","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Jefferson","MO","29099","=""29099""","1060","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Johnson","MO","29101","=""29101""","1050","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Knox","MO","29103","=""29103""","1080","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Laclede","MO","29105","=""29105""","1040","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Lafayette","MO","29107","=""29107""","1150","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Lawrence","MO","29109","=""29109""","1040","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Lewis","MO","29111","=""29111""","1030","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Lincoln","MO","29113","=""29113""","1020","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Linn","MO","29115","=""29115""","1170","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Livingston","MO","29117","=""29117""","1150","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","McDonald","MO","29119","=""29119""","880","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Macon","MO","29121","=""29121""","1140","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Madison","MO","29123","=""29123""","1050","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Maries","MO","29125","=""29125""","1170","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Marion","MO","29127","=""29127""","1070","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Mercer","MO","29129","=""29129""","1130","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Miller","MO","29131","=""29131""","1120","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Mississippi","MO","29133","=""29133""","960","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Moniteau","MO","29135","=""29135""","1080","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Monroe","MO","29137","=""29137""","1120","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Montgomery","MO","29139","=""29139""","1100","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Morgan","MO","29141","=""29141""","1080","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","New Madrid","MO","29143","=""29143""","1020","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Newton","MO","29145","=""29145""","1040","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Nodaway","MO","29147","=""29147""","1120","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Oregon","MO","29149","=""29149""","1080","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Osage","MO","29151","=""29151""","1180","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Ozark","MO","29153","=""29153""","1190","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Pemiscot","MO","29155","=""29155""","890","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Perry","MO","29157","=""29157""","1130","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Pettis","MO","29159","=""29159""","1040","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Phelps","MO","29161","=""29161""","1080","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Pike","MO","29163","=""29163""","1050","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Platte","MO","29165","=""29165""","1130","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Polk","MO","29167","=""29167""","1040","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Pulaski","MO","29169","=""29169""","990","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Putnam","MO","29171","=""29171""","1200","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Ralls","MO","29173","=""29173""","1170","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Randolph","MO","29175","=""29175""","1050","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Ray","MO","29177","=""29177""","1170","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Reynolds","MO","29179","=""29179""","1070","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Ripley","MO","29181","=""29181""","1020","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","St. Charles","MO","29183","=""29183""","1140","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","St. Clair","MO","29185","=""29185""","1180","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Ste. Genevieve","MO","29186","=""29186""","1210","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","St. Francois","MO","29187","=""29187""","1070","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","St. Louis","MO","29189","=""29189""","1120","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Saline","MO","29195","=""29195""","1100","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Schuyler","MO","29197","=""29197""","1010","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Scotland","MO","29199","=""29199""","980","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Scott","MO","29201","=""29201""","1040","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Shannon","MO","29203","=""29203""","1110","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Shelby","MO","29205","=""29205""","1060","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Stoddard","MO","29207","=""29207""","1040","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Stone","MO","29209","=""29209""","1330","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Sullivan","MO","29211","=""29211""","1100","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Taney","MO","29213","=""29213""","1110","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Texas","MO","29215","=""29215""","1090","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Vernon","MO","29217","=""29217""","1020","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Warren","MO","29219","=""29219""","1130","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Washington","MO","29221","=""29221""","1010","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Wayne","MO","29223","=""29223""","1080","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Webster","MO","29225","=""29225""","990","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Worth","MO","29227","=""29227""","1230","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Wright","MO","29229","=""29229""","1000","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","St. Louis","MO","29510","=""29510""","980","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Beaverhead","MT","30001","=""30001""","1230","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Big Horn","MT","30003","=""30003""","770","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Blaine","MT","30005","=""30005""","860","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Broadwater","MT","30007","=""30007""","1200","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Carbon","MT","30009","=""30009""","1270","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Carter","MT","30011","=""30011""","1220","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Cascade","MT","30013","=""30013""","1110","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Chouteau","MT","30015","=""30015""","1010","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Custer","MT","30017","=""30017""","1150","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Daniels","MT","30019","=""30019""","1370","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Dawson","MT","30021","=""30021""","1140","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Deer Lodge","MT","30023","=""30023""","1200","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Fallon","MT","30025","=""30025""","1150","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Fergus","MT","30027","=""30027""","1200","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Flathead","MT","30029","=""30029""","1130","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Gallatin","MT","30031","=""30031""","1050","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Garfield","MT","30033","=""30033""","1230","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Glacier","MT","30035","=""30035""","700","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Golden Valley","MT","30037","=""30037""","1160","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Granite","MT","30039","=""30039""","1310","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Hill","MT","30041","=""30041""","940","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Jefferson","MT","30043","=""30043""","1240","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Judith Basin","MT","30045","=""30045""","1260","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Lake","MT","30047","=""30047""","1090","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Lewis and Clark","MT","30049","=""30049""","1160","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Liberty","MT","30051","=""30051""","990","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Lincoln","MT","30053","=""30053""","1190","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","McCone","MT","30055","=""30055""","1270","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Madison","MT","30057","=""30057""","1360","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Meagher","MT","30059","=""30059""","1310","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Mineral","MT","30061","=""30061""","1270","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Missoula","MT","30063","=""30063""","1100","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Musselshell","MT","30065","=""30065""","1220","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Park","MT","30067","=""30067""","1230","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Petroleum","MT","30069","=""30069""","1370","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Phillips","MT","30071","=""30071""","1160","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Pondera","MT","30073","=""30073""","1050","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Powder River","MT","30075","=""30075""","1280","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Powell","MT","30077","=""30077""","1160","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Prairie","MT","30079","=""30079""","1130","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Ravalli","MT","30081","=""30081""","1230","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Richland","MT","30083","=""30083""","1060","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Roosevelt","MT","30085","=""30085""","780","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Rosebud","MT","30087","=""30087""","970","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Sanders","MT","30089","=""30089""","1250","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Sheridan","MT","30091","=""30091""","1140","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Silver Bow","MT","30093","=""30093""","1080","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Stillwater","MT","30095","=""30095""","1270","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Sweet Grass","MT","30097","=""30097""","1270","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Teton","MT","30099","=""30099""","1180","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Toole","MT","30101","=""30101""","1080","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Treasure","MT","30103","=""30103""","1290","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Valley","MT","30105","=""30105""","1220","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Wheatland","MT","30107","=""30107""","1310","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Wibaux","MT","30109","=""30109""","1180","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Yellowstone","MT","30111","=""30111""","1090","2022","2022","PolicyMap and Quantitative Innovations","United States"
